patent_id,Cluster
627673,0
619945,0
851326,0
964353,0
792990,0
1310831,0
571878,0
180212,0
365232,0
526305,0
560350,0
900250,0
680061,0
789211,0
1129072,0
178595,0
1039120,0
207373,0
682110,0
1033980,0
710961,0
135960,0
861597,0
705564,0
1329040,0
289971,0
1296945,0
1159632,0
1154316,0
55762,0
43736,0
828979,0
573145,0
609137,0
1008750,0
794289,0
365106,0
194788,0
1055746,0
902971,0
451577,0
687392,0
321786,0
524034,0
1154497,0
1238287,0
1302324,0
333940,0
666148,0
498777,0
318596,0
1164554,0
308851,0
112771,0
172085,0
1275207,0
1161036,0
1303235,0
852408,0
639698,0
648061,0
451990,0
1277410,0
870642,0
1205136,0
1365263,0
489133,0
351523,0
648920,0
761141,0
257414,0
1339376,0
1160726,0
245995,0
674558,0
461568,0
1284633,0
493926,0
1294420,0
1053879,0
860138,0
1367312,0
972823,0
687837,0
370449,0
1166806,0
250432,0
1230983,0
616507,0
170996,0
899030,0
619974,0
236125,0
914053,0
624805,0
506399,0
711114,0
19888,0
1131965,0
785982,0
565732,0
607413,0
321220,0
1230921,0
486986,0
124892,0
1330427,0
771502,0
1034821,0
415996,0
294657,0
695848,0
450328,0
634738,0
1139109,0
1370343,0
425464,0
1081302,0
811348,0
514200,0
603510,0
977843,0
206847,0
895143,0
672095,0
373572,0
899672,0
1043283,0
752898,0
677075,0
508629,0
1220633,0
1331875,0
772584,0
793103,0
1077272,0
953467,0
1055330,0
896338,0
1242186,0
995143,0
191336,0
724157,0
546030,0
726753,0
756050,0
264230,0
928250,0
1069436,0
1173833,0
1021829,0
501941,0
1048054,0
796456,0
779082,0
580999,0
601047,0
554833,0
1234875,0
1108302,0
1221719,0
188854,0
577765,0
276741,0
473462,0
319768,0
1313201,0
234572,0
918387,0
1108333,0
21831,0
661260,0
1185765,0
1095840,0
581781,0
1370874,0
104568,0
555058,0
293874,0
230113,0
663476,0
1139900,0
1337981,0
701893,0
1063995,0
1348199,0
738300,0
986274,0
1255903,0
305558,0
324143,0
579496,0
172734,0
560373,0
83961,0
1150026,0
868022,0
478528,0
865064,0
112685,0
259965,0
674122,0
986842,0
594165,0
1000948,0
746184,0
850328,0
261055,0
820142,0
667272,0
901093,0
362059,0
449908,0
538409,0
261222,0
297404,0
1361272,0
347417,0
386802,0
757062,0
565831,0
400513,0
1163995,0
482713,0
412872,0
1072460,0
242019,0
679519,0
922755,0
653482,0
1033169,0
650080,0
1038651,0
838612,0
828632,0
1266855,0
1296038,0
877105,0
1154953,0
908876,0
769615,0
772255,0
463394,0
1083875,0
634260,0
1247650,0
554166,0
865318,0
503818,0
864156,0
209673,0
268394,0
444676,0
318840,0
748882,0
1014594,0
892961,0
829985,0
67476,0
1185702,0
509879,0
595469,0
814670,0
863196,0
1233093,0
1017638,0
675243,0
631957,0
638343,0
1283787,0
951908,0
739707,0
919426,0
521207,0
816744,0
924429,0
565366,0
623127,0
1027068,0
568388,0
333941,0
1355446,0
347405,0
1206882,0
938644,0
70650,0
1305265,0
1310138,0
838744,0
349759,0
689019,0
806872,0
997602,0
684398,0
1168019,0
696139,0
925701,0
264925,0
255520,0
534897,0
452678,0
1122844,0
703446,0
1097741,0
815517,0
912753,0
447814,0
885662,0
860281,0
1273249,0
929657,0
580058,0
525396,0
893028,0
726595,0
261450,0
1054910,0
863800,0
314965,0
1244577,0
283078,0
494815,0
836005,0
948610,0
1200798,0
448,0
567246,0
566500,0
50655,0
766203,0
973199,0
630737,0
296307,0
752164,0
1269438,0
919742,0
626633,0
629500,0
1038283,0
899505,0
611368,0
875882,0
1068743,0
695356,0
624780,0
1076852,0
1101897,0
239124,0
1001364,0
1020725,0
680434,0
308683,0
173239,0
476042,0
840805,0
490277,0
1207593,0
995115,0
1242675,0
1180450,0
929885,0
1025952,0
1146205,0
1348284,0
570262,0
700729,0
1215197,0
922059,0
428843,0
1199787,0
668213,0
453493,0
287223,0
1139280,0
541929,0
577243,0
305559,0
490369,0
228371,0
1052270,0
1042626,0
357237,0
803639,0
1099129,0
662721,0
629515,0
622305,0
944200,0
838877,0
89322,0
983126,0
560813,0
119841,0
543694,0
183647,0
477525,0
1176624,0
309288,0
274383,0
479246,0
493025,0
562799,0
913253,0
178267,0
1025865,0
698941,0
667278,0
990938,0
892685,0
937326,0
899808,0
509676,0
277661,0
225711,0
407997,0
627433,0
1199172,0
1017993,0
311240,0
400103,0
775407,0
890910,0
426675,0
549352,0
582939,0
992949,0
838122,0
973203,0
658313,0
924279,0
122704,0
1153807,0
935412,0
310639,0
336187,0
888178,0
426018,0
596205,0
284621,0
356968,0
824994,0
837326,0
111823,0
1128251,0
685614,0
833542,0
135244,0
281665,0
709821,0
743041,0
516775,0
328417,0
1345524,0
819675,0
1282566,0
327820,0
514162,0
1035566,0
516761,0
194575,0
224205,0
1231551,0
896933,0
1108042,0
1365151,0
1102166,0
203284,0
466091,0
176707,0
513433,0
455473,0
705793,0
86089,0
639094,0
451390,0
654919,0
940584,0
772075,0
607790,0
1369181,0
637329,0
1157724,0
1218203,0
1090376,0
1071595,0
430598,0
274816,0
1107804,0
1138268,0
298114,0
393733,0
644731,0
1125469,0
1192782,0
475050,0
166272,0
1029715,0
563140,0
173538,0
1279475,0
606774,0
632895,0
891039,0
120383,0
1263490,0
1253553,0
1117472,0
577343,0
1297902,0
923365,0
452334,0
634752,0
414525,0
1240507,0
1237957,0
731635,0
333353,0
978549,0
929060,0
1205958,0
1365637,0
945216,0
982397,0
991005,0
730534,0
816729,0
475078,0
805664,0
1208529,0
1313979,0
1242277,0
951505,0
1161622,0
1373640,0
354537,0
837538,0
583077,0
1152037,0
552729,0
244798,0
855735,0
794296,0
793579,0
611694,0
280767,0
771612,0
430806,0
679514,0
1109116,0
1288419,0
327853,0
536856,0
1329184,0
1223035,0
212562,0
936575,0
1094088,0
307608,0
33292,0
937113,0
936213,0
468029,0
866005,0
1135135,0
1029072,0
1059912,0
198924,0
277583,0
1261046,0
134247,0
1237379,0
302120,0
355029,0
1332573,0
774834,0
1304273,0
584220,0
63944,0
1075354,0
750982,0
406770,0
443946,0
1191461,0
113095,0
1160981,0
296295,0
922684,0
710207,0
801648,0
688697,0
416816,0
1100818,0
584015,0
313993,0
847245,0
1213096,0
1114331,0
175489,0
724953,0
1106345,0
735905,0
357599,0
155272,0
425340,0
1116852,0
645967,0
1374019,0
895037,0
1028721,0
603464,0
1266384,0
349337,0
224695,0
1147494,0
198214,0
1321965,0
953683,0
697864,0
1295126,0
1025577,0
1012992,0
779995,0
1187221,0
388225,0
1119552,0
1017950,0
1283637,0
509206,0
1218036,0
437385,0
238206,0
1233391,0
763715,0
1198960,0
514412,0
1173719,0
517914,0
1239870,0
1303252,0
1307102,0
581358,0
561810,0
1002692,0
741526,0
303202,0
469639,0
706520,0
942747,0
570921,0
371864,0
319514,0
959401,0
628805,0
965524,0
1058657,0
122506,0
184421,0
1294583,0
374363,0
861238,0
1315424,0
1358189,0
1025694,0
1022307,0
252059,0
531320,0
262499,0
1072481,0
887439,0
704942,0
821034,0
906855,0
1230427,0
247521,0
1302417,0
1123475,0
890142,0
906134,0
763952,0
1022075,0
697358,0
352646,0
1346239,0
285222,0
630220,0
614396,0
117794,0
1130409,0
1222172,0
571047,0
896521,0
932424,0
1046803,0
408582,0
960404,0
283653,0
1177919,0
468795,0
702286,0
756731,0
1072224,0
655065,0
633067,0
84067,0
189427,0
790201,0
552902,0
740376,0
723681,0
1324964,0
614270,0
627395,0
1154170,0
481651,0
35103,0
516539,0
936512,0
621082,0
418266,0
648118,0
1017480,0
447287,0
787889,0
543262,0
452047,0
1292426,0
704873,0
1286808,0
1135280,0
337319,0
1060570,0
448729,0
128508,0
802338,0
399912,0
782932,0
316295,0
871247,0
583458,0
518768,0
731202,0
388927,0
277613,0
1147600,0
243523,0
771813,0
983140,0
1145885,0
1265521,0
290790,0
1233184,0
1078459,0
854915,0
1125432,0
1270081,0
700024,0
212179,0
428652,0
694582,0
763205,0
1007362,0
1135203,0
927914,0
328840,0
729353,0
1065764,0
595142,0
719290,0
585773,0
301600,0
1249678,0
922573,0
401379,0
978505,0
314161,0
624968,0
1281789,0
